hostname,pop,area,kota,kecamatan,kelurahan,up3,ulp,asal_olt,jenis_olt,brand_olt,type,kapasitas,port_idle,homepass,home_connected,utilitas,instalation_olt,jumlah_port_olt,nms_olt,l3_switch,status_olt,aging,kategori_cluster,kategori_aging,kategori_tur,idle_hp,jumlah_port_terpakai,koordinat
JABAR-ODC.CRB.KEJAKSAN.4686-HW.MA5801-OLT-01,TK 4_RJBB_Cirebon_Kejaksan_4686,CIREBON,KOTA CIREBON,KEC. KEJAKSAN,KESENDEN,UP3 CIREBON,ULP CIREBON KOTA,TK 4,INDOOR,HUAWEI,MINI,512,0,512,69,13.48%,13 Jun 2023,16,,,ON AIR,205,EXISTING CLUSTER,6-12 BULAN,TUR <50%,443,16,"-6.7009970, 108.5590890"
JABAR-MINIPOP.GARUT.CIBIUK.2159-HW.MA5801-OLT-01,TK 4_RJBB_Garut_Cibiuk_2159,TASIKMALAYA,KAB. GARUT,KEC. CIBIUK,CIBIUK KALER,UP3 GARUT,ULP CIBATU,TK 4,INDOOR,HUAWEI,MINI,512,0,512,124,24.22%,13 Apr 2023,16,,,ON AIR,266,EXISTING CLUSTER,6-12 BULAN,TUR <50%,388,16,"-7.0680260, 107.9631093"
JABAR-MINIPOP.TSKMLY.KAWALU.7927-HW.MA5801-OLT-01,TK 4_RJBB_Kota Tasikmalaya_Kawalu_7927,TASIKMALAYA,KOTA TASIKMALAYA,KEC. KAWALU,CIBEUTI,UP3 TASIKMALAYA,ULP TASIKMALAYA KOTA,TK 4,INDOOR,HUAWEI,MINI,512,0,512,114,22.27%,10 Mar 2023,16,,,ON AIR,300,EXISTING CLUSTER,6-12 BULAN,TUR <50%,398,16,"-7.3855130, 108.1897820"
JABAR-ODC.CJR.CIBEBER.1989-HW.MA5801-OLT-01,TK 4_RJBB_Cianjur_Cibeber_1989,BANDUNG,KAB. CIANJUR,KEC. CIBEBER,CIMANGGU,UP3 CIANJUR,ULP SUKANAGARA,TK 4,INDOOR,HUAWEI,MINI,512,0,512,113,22.07%,27 Jun 2023,16,,,ON AIR,191,EXISTING CLUSTER,6-12 BULAN,TUR <50%,399,16,"-6.9338415, 107.1457501"
JABAR-MINIPOP.SMD.SITURAJA.772-HW.MA5801-OLT-01,TK 4_RJBB_Sumedang_Situraja_772,CIREBON,KAB. SUMEDANG,KEC. SITURAJA,CIJELER,UP3 SUMEDANG,ULP SUMEDANG KOTA,TK 4,INDOOR,HUAWEI,MINI,512,0,512,55,10.74%,14 Jun 2023,16,,,ON AIR,204,EXISTING CLUSTER,6-12 BULAN,TUR <50%,457,16,"-6.8485170, 108.0084790"
JABAR-MINIPOP.MJL.CIKIJING.7868-HW.MA5801-OLT-01,TK 4_RJBB_Majalengka_Cikijing_7868,CIREBON,KAB. MAJALENGKA,KEC. CIKIJING,CIKIJING,UP3 SUMEDANG,ULP MAJALENGKA,TK 4,INDOOR,HUAWEI,MINI,512,0,512,37,7.23%,4 May 2023,16,,,ON AIR,245,EXISTING CLUSTER,6-12 BULAN,TUR <50%,475,16,"-7.0187268, 108.3711243"
JABAR-ODC.CRB.SUSUKAN.6920-HW.MA5801-OLT-01,TK 4_RJBB_Cirebon_Susukan_6920,CIREBON,KAB. CIREBON,KEC. SUSUKAN,GINTUNG LOR,UP3 CIREBON,ULP SUMBER,TK 4,INDOOR,HUAWEI,MINI,512,0,512,38,7.42%,10 Jun 2023,16,,,ON AIR,208,EXISTING CLUSTER,6-12 BULAN,TUR <50%,474,16,"-6.6510440, 108.3836540"
JABAR-ODC.MJL.LEMAHSUGIH.3257-HW.MA5801-OLT-01,TK 4_RJBB_Majalengka_Lemahsugih_3257,CIREBON,KAB. MAJALENGKA,KEC. LEMAHSUGIH,LEMAH PUTIH,UP3 SUMEDANG,ULP MAJALENGKA,TK 4,INDOOR,HUAWEI,MINI,512,0,512,58,11.33%,28 Jun 2023,16,,,ON AIR,190,EXISTING CLUSTER,6-12 BULAN,TUR <50%,454,16,"-7.0104940, 108.1696530"
JABAR-ODC.TSM.PAGERAGEUNG.8807-HW.MA5801-OLT-01,TK 4_RJBB_Tasikmalaya_Pagerageung_8807,TASIKMALAYA,KAB. TASIKMALAYA,KEC. PAGERAGEUNG,PAGERAGEUNG,UP3 TASIKMALAYA,ULP RAJAPOLAH,TK 4,INDOOR,HUAWEI,MINI,512,0,512,74,14.45%,12 Jun 2023,16,,,ON AIR,206,EXISTING CLUSTER,6-12 BULAN,TUR <50%,438,16,"-7.1281705, 108.1681476"
JABAR-ODC.CRB.TENGAH.TANI.7004-HW.MA5801-OLT-01,TK 4_RJBB_Cirebon_Tengah_Tani_7004,CIREBON,KAB. CIREBON,KEC. TENGAH TANI,GESIK,UP3 CIREBON,ULP SUMBER,TK 4,INDOOR,HUAWEI,MINI,512,0,512,65,12.70%,30 May 2023,16,,,ON AIR,219,EXISTING CLUSTER,6-12 BULAN,TUR <50%,447,16,"-6.7115060, 108.5169580"
JABAR-MINIPOP.GARUT.CILAWU.2962-HW.MA5801-OLT-01,TK 4_RJBB_Garut_Cilawu_2962,TASIKMALAYA,KAB. GARUT,KEC. GARUT KOTA,MARGAWATI,UP3 GARUT,ULP GARUT KOTA,TK 4,INDOOR,HUAWEI,MINI,512,0,512,103,20.12%,6 Jul 2023,16,,,ON AIR,182,EXISTING CLUSTER,6-12 BULAN,TUR <50%,409,16,"-7.2341300, 107.9110230"
JABAR-ODC.GRT.GRTKOTA.7530-HW.MA5801-OLT-01,TK 4_RJBB_Garut_Garut Kota_7530,TASIKMALAYA,KAB. GARUT,KEC. CILAWU,CILAWU,UP3 GARUT,ULP GARUT KOTA,TK 4,INDOOR,HUAWEI,MINI,512,0,512,52,10.16%,27 Jun 2023,16,,,ON AIR,191,EXISTING CLUSTER,6-12 BULAN,TUR <50%,460,16,"-7.2707410, 107.8828620"
JABAR-ODC.CJR.KARANGTENGAH.2958-HW.MA5801-OLT-01,TK 4_RJBB_Cianjur_Karangtengah_2958,BANDUNG,KAB. CIANJUR,KEC. KARANGTENGAH,SUKAMULYA,UP3 CIANJUR,ULP MANDE,TK 4,INDOOR,HUAWEI,MINI,512,0,512,162,31.64%,13 May 2023,16,,,ON AIR,236,EXISTING CLUSTER,6-12 BULAN,TUR <50%,350,16,"-6.7915000, 107.1911030"
JABAR-ODC.GRT.SELAAWI.712-HW.MA5801-OLT-01,TK 4_RJBB_Garut_Selaawi_712,TASIKMALAYA,KAB. GARUT,KEC. BALUBUR LIMBANGAN,NEGLASARI,UP3 GARUT,ULP LELES,TK 4,INDOOR,HUAWEI,MINI,512,0,512,181,35.35%,11 Jul 2023,16,,,ON AIR,177,EXISTING CLUSTER,3-6 BULAN,TUR <50%,331,16,"-7.0189320, 108.0133760"
JABAR-MINIPOP.GARUT.WANARAJA.6331-HW.MA5801-OLT-01,TK 4_RJBB_Garut_Wanaraja_6331,TASIKMALAYA,KAB. GARUT,KEC. WANARAJA,WANAMEKAR,UP3 GARUT,ULP CIBATU,TK 4,INDOOR,HUAWEI,MINI,512,0,512,150,29.30%,25 Jun 2023,16,,,ON AIR,193,EXISTING CLUSTER,6-12 BULAN,TUR <50%,362,16,"-7.1787850, 107.9755170"
JABAR-ODC.BDG.KUTAWARINGIN.90-HW.MA5801-OLT-01,TK 4_RJBB_Bandung_Kutawaringin_90,BANDUNG,KAB. BANDUNG,KEC. KUTAWARINGIN,KUTAWARINGIN,UP3 MAJALAYA,ULP SOREANG,TK 4,INDOOR,HUAWEI,MINI,512,0,512,126,24.61%,31 Jan 2023,16,,,ON AIR,338,EXISTING CLUSTER,6-12 BULAN,TUR <50%,386,16,"-6.9955730, 107.5190360"
JABAR-ODC.SOR.PALASAH.66723-HW.MA5801-OLT-01,TK 4_RJBB_Majalengka_Palasah_6723,CIREBON,KAB. MAJALENGKA,KEC. KERTAJATI,PAKUBEUREUM,UP3 SUMEDANG,ULP MAJALENGKA,TK 4,INDOOR,HUAWEI,MINI,512,0,512,47,9.18%,29 Apr 2023,16,,,ON AIR,250,EXISTING CLUSTER,6-12 BULAN,TUR <50%,465,16,"-6.7331900, 108.3131510"
JABAR-ODC.SOR.KADIPATEN.18877-HW.MA5801-OLT-01,TK 4_RJBB_Majalengka_Kadipaten_18877,CIREBON,KAB. MAJALENGKA,KEC. KADIPATEN,KADIPATEN,UP3 SUMEDANG,ULP MAJALENGKA,TK 4,INDOOR,HUAWEI,MINI,512,0,512,79,15.43%,29 Apr 2023,16,,,ON AIR,250,EXISTING CLUSTER,6-12 BULAN,TUR <50%,433,16,"-6.7597230, 108.1664280"
JABAR-ODC.SMD.CONGGEANG-HW.MA5801-OLT-01,TK 4_RJBB_Sumedang_Conggeang_7400,CIREBON,KAB. SUMEDANG,KEC. PASEH,BONGKOK,UP3 SUMEDANG,ULP MAJALENGKA,TK 4,INDOOR,HUAWEI,MINI,512,0,512,65,12.70%,18 Apr 2023,16,,,ON AIR,261,EXISTING CLUSTER,6-12 BULAN,TUR <50%,447,16,"-6.7736040, 107.9959110"
JABAR-ODC.SMD.TOMO.8194-HW.MA5801-OLT-01,TK 4_RJBB_Sumedang_Tomo_8194,CIREBON,KAB. SUMEDANG,KEC. TOMO,CIPELES,UP3 SUMEDANG,ULP JATIWANGI,TK 4,INDOOR,HUAWEI,MINI,512,0,512,121,23.63%,12 May 2023,16,,,ON AIR,237,EXISTING CLUSTER,6-12 BULAN,TUR <50%,391,16,"-6.7887160, 108.0975460"
JABAR-MINIPOP.TSKMLY.CIAWI.4576-HW.MA5801-OLT-01,TK 4_RJBB_Tasikmalaya_Ciawi_4576,TASIKMALAYA,KAB. TASIKMALAYA,KEC. CIAWI,MARGASARI,UP3 TASIKMALAYA,ULP SINGAPARNA,TK 4,INDOOR,HUAWEI,MINI,512,0,512,83,16.21%,15 May 2023,16,,,ON AIR,234,EXISTING CLUSTER,6-12 BULAN,TUR <50%,429,16,"-7.1684474, 108.1316656"
JABAR-BOX.SMD.SINDANGPAKUON-HW.MA5801-OLT-01,CB3_RJBB_Sumedang_Cimanggung_Sindangpakuon,CIREBON,KAB. SUMEDANG,KEC. CIMANGGUNG,SINDANGPAKUON,UP3 SUMEDANG,ULP TANJUNGSARI,TK 4,INDOOR,HUAWEI,MINI,512,0,512,28,5.47%,13 Jun 2023,16,,,ON AIR,205,EXISTING CLUSTER,6-12 BULAN,TUR <50%,484,16,"-6.9651630, 107.8259530"
JABAR-MINIPOP.CIANJUR.HAURWANGI-HW.MA5801-OLT-01,TK 4_RJBB_Cianjur_Haurwangi_1088,BANDUNG,KAB. CIANJUR,KEC. HAURWANGI,MEKARWANGI,UP3 CIANJUR,ULP MANDE,TK 4,INDOOR,HUAWEI,MINI,512,0,512,73,14.26%,8 May 2023,16,,,ON AIR,241,EXISTING CLUSTER,6-12 BULAN,TUR <50%,439,16,"-6.8227240, 107.2898510"
JABAR-MINIPOP.GRT.TRG.KIDUL.266-HW.MA5801-OLT-01,TK 4_RJBB_Garut_Tarogong Kidul_266,TASIKMALAYA,KAB. GARUT,KEC. TAROGONG KIDUL,JAYARAGA,UP3 GARUT,ULP GARUT KOTA,TK 4,INDOOR,HUAWEI,MINI,512,0,512,201,39.26%,19 Jun 2023,16,,,ON AIR,199,EXISTING CLUSTER,6-12 BULAN,TUR <50%,311,16,"-7.2052500, 107.8981100"
JABAR-ODC.SMD.TANJUNGSARI.1543-HW.MA5801-OLT-01,TK 4_RJBB_Sumedang_Tanjungsari_1543,CIREBON,KAB. SUMEDANG,KEC. TANJUNGSARI,CIJAMBU,UP3 SUMEDANG,ULP TANJUNGSARI,TK 4,INDOOR,HUAWEI,MINI,512,0,512,21,4.10%,3 Jul 2023,16,,,ON AIR,185,EXISTING CLUSTER,6-12 BULAN,TUR <50%,491,16,"-6.8372510, 107.7930010"
JABAR-ODC.KNG.CILIMUS.CIBEUREUM-HW.MA5801-OLT-01,TK 4_RJBB_Kuningan_Cilimus_Cibeureum,CIREBON,KAB. KUNINGAN,KEC. CILIMUS,CIBEUREUM,UP3 CIREBON,ULP KUNINGAN,TK 4,INDOOR,HUAWEI,MINI,512,0,512,61,11.91%,7 Jul 2023,16,,,ON AIR,181,EXISTING CLUSTER,6-12 BULAN,TUR <50%,451,16,"-6.8521790, 108.4759760"
JABAR-ODC.CRB.KARANGWARENG.418-HW.MA5801-OLT-01,TK 4_RJBB_Cirebon_Karangwareng_418,CIREBON,KAB. CIREBON,KEC. KARANGWARENG,KUBANGDELEG,UP3 CIREBON,ULP CILEDUG,TK 4,INDOOR,HUAWEI,MINI,512,0,512,75,14.65%,18 Jul 2023,16,,,ON AIR,170,EXISTING CLUSTER,3-6 BULAN,TUR <50%,437,16,"-6.8730660, 108.6616450"
JABAR-MINIPOP.BANJAR.PTRUMAN.6122-HW.MA5801-OLT-01,TK 4_RJBB_Kota Banjar_Pataruman_6122,TASIKMALAYA,KOTA BANJAR,KEC. BANJAR,MEKARSARI,UP3 TASIKMALAYA,ULP BANJAR,TK 4,INDOOR,HUAWEI,MINI,512,0,512,136,26.56%,19 Jun 2023,16,,,ON AIR,199,EXISTING CLUSTER,6-12 BULAN,TUR <50%,376,16,"-7.3785926, 108.5412713"
JABAR-ODC.TSM.PADAKEMBANGCISARUNI-HW.MA5801-OLT-01,TK 4_RJBB_Tasikmalaya_Padakembang_Cisaruni,TASIKMALAYA,KAB. TASIKMALAYA,KEC. PADAKEMBANG,CISARUNI,UP3 TASIKMALAYA,ULP SINGAPARNA,TK 4,INDOOR,HUAWEI,MINI,512,0,512,89,17.38%,3 Jul 2023,16,,,ON AIR,185,EXISTING CLUSTER,6-12 BULAN,TUR <50%,423,16,"-7.3089427, 108.1194700"
JABAR-MIKROPOP.SMD.UTARA.279-HW.MA5801-OLT-01,CB3_RJBB_Sumedang_Sumedang Utara_2779,CIREBON,KAB. SUMEDANG,KEC. SUMEDANG UTARA,JATIMULYA,UP3 SUMEDANG,ULP SUMEDANG KOTA,CB 3,INDOOR,HUAWEI,MINI,512,0,512,44,8.59%,12 Apr 2023,16,,,ON AIR,267,EXISTING CLUSTER,6-12 BULAN,TUR <50%,468,16,"-6.8197983, 107.9123975"
JABAR-BOX.GRT.KOTAKULON-HW.MA5801-OLT-01,CB2_RJBB_Garut Kota_Kota Kulon,TASIKMALAYA,KAB. GARUT,KEC. GARUT KOTA,KOTA KULON,UP3 GARUT,ULP GARUT KOTA,CB 2,INDOOR,HUAWEI,MINI,512,0,512,72,14.06%,30 May 2023,16,,,ON AIR,219,EXISTING CLUSTER,6-12 BULAN,TUR <50%,440,16,"-7.2251273, 107.9048080"
JABAR-ODC.TSM.MANGKUBUMI.KARIKIL-HW.MA5801-OLT-01,TK 4_RJBB_Tasikmalaya_Mangkubumi_Karikil,TASIKMALAYA,KAB. TASIKMALAYA,KEC. MANGKUBUMI,KARIKIL,UP3 TASIKMALAYA,ULP TASIKMALAYA KOTA,TK 4,INDOOR,HUAWEI,MINI,512,0,512,117,22.85%,20 Jul 2023,16,,,ON AIR,168,EXISTING CLUSTER,3-6 BULAN,TUR <50%,395,16,"-7.3665128, 108.1839710"
JABAR-ODC.TSK.CIBEUREUM.4679-HW.MA5801-OLT-01,TK 4_RJBB_Kota Tasikmalaya_Cibeureum_4679,TASIKMALAYA,KOTA TASIKMALAYA,KEC. CIBEUREUM,KOTABARU,UP3 TASIKMALAYA,ULP TASIKMALAYA KOTA,TK 4,INDOOR,HUAWEI,MINI,512,0,512,40,7.81%,18 Jul 2023,16,,,ON AIR,170,EXISTING CLUSTER,3-6 BULAN,TUR <50%,472,16,"-7.3783930, 108.2280740"
JABAR-MIKROPOP.SMD.JTNGR.CILELES-HW.MA5801-OLT-01,CB3_RJBB_Sumedang_Jatinangor_Cileles,CIREBON,KAB. SUMEDANG,KEC. JATINANGOR,CILELES,UP3 SUMEDANG,ULP TANJUNGSARI,CB 3,INDOOR,HUAWEI,MINI,512,0,512,64,12.50%,10 Apr 2023,16,,,ON AIR,269,EXISTING CLUSTER,6-12 BULAN,TUR <50%,448,16,"-6.9115790, 107.7771790"
JABAR-ODC.KOTA.TSM.INDIHIANG.1851-HW.MA5801-OLT-01,TK 4_RJBB_Kota Tasikmalaya_Indihiang_1851,TASIKMALAYA,KOTA TASIKMALAYA,KEC. INDIHIANG,SIRNAGALIH,UP3 TASIKMALAYA,ULP TASIKMALAYA KOTA,TK 4,INDOOR,HUAWEI,MINI,512,0,512,71,13.87%,13 Jul 2023,16,,,ON AIR,175,EXISTING CLUSTER,3-6 BULAN,TUR <50%,441,16,"-7.2921625, 108.1999790"
JABAR-BOX.BDG.MALAKASARI-FH.AN6001.G16-OLT-01,CB3_RJBB_Bandung_Baleendah_Malakasari,BANDUNG,KAB. BANDUNG,KEC. BALEENDAH,MALAKASARI,UP3 MAJALAYA,ULP BALEENDAH,CB 3,INDOOR,FIBERHOME,MINI,512,0,512,33,6.45%,13 Jun 2023,16,,,ON AIR,205,EXISTING CLUSTER,6-12 BULAN,TUR <50%,479,16,"-7.0074384, 107.6087093"
JABAR-BOX.BDG.DAMPIT-FH.AN6001.G16-OLT-01,CB3_RJBB_Bandung_Cicalengka_Dampit,BANDUNG,KAB. BANDUNG,KEC. CICALENGKA,BABAKAN PEUTEUY,UP3 MAJALAYA,ULP RANCAEKEK,CB 3,INDOOR,FIBERHOME,MINI,512,0,512,33,6.45%,14 Jun 2023,16,,,ON AIR,204,EXISTING CLUSTER,6-12 BULAN,TUR <50%,479,16,"-6.9709940, 107.8536020"
JABAR-BOX.SMD.CIMALAKA.LICIN-HW.MA5801-OLT-01,CB3_RJBB_Sumedang_Cimalaka_Licin,CIREBON,KAB. SUMEDANG,KEC. CIMALAKA,LICIN,UP3 SUMEDANG,ULP SUMEDANG KOTA,CB 3,INDOOR,FIBERHOME,MINI,512,0,504,43,8.53%,6 Jun 2023,16,,,ON AIR,212,EXISTING CLUSTER,6-12 BULAN,TUR <50%,461,16,"-6.7998000, 107.9424000"
JABAR-BOX.BDG.BOJONGMALAKA-FH.AN6001.G16-OLT-01,CB3_RJBB_Bandung_Bojongmalaka,BANDUNG,KAB. BANDUNG,KEC. BALEENDAH,BOJONGMALAKA,UP3 MAJALAYA,ULP BALEENDAH,CB 3,INDOOR,FIBERHOME,MINI,512,0,512,78,15.23%,15 Jun 2023,16,,,ON AIR,203,EXISTING CLUSTER,6-12 BULAN,TUR <50%,434,16,"-6.9966750, 107.6061610"
JABAR-BOX.SMD.CIMALAKA.CIMALAKA-HW.MA5801-OLT-01,CB3_RJBB_Sumedang_Cimalaka_Cimalaka,CIREBON,KAB. SUMEDANG,KEC. CIMALAKA,CIMALAKA,UP3 SUMEDANG,ULP SUMEDANG KOTA,CB 3,INDOOR,HUAWEI,MINI,512,0,512,52,10.16%,5 Jul 2023,16,,,ON AIR,183,EXISTING CLUSTER,6-12 BULAN,TUR <50%,460,16,"-6.8152310, 107.9499420"
JABAR-BOX.BDG.SEKARWANGI-HW.MA5801-OLT-01,CB3_RJBB_Bandung_Soreang_Sekarwangi,BANDUNG,KAB. BANDUNG,KEC. SOREANG,CINGCIN,UP3 MAJALAYA,ULP SOREANG,CB 3,INDOOR,HUAWEI,MINI,512,0,512,76,14.84%,16 May 2023,16,,,ON AIR,233,EXISTING CLUSTER,6-12 BULAN,TUR <50%,436,16,"-7.0260139, 107.5426752"
JABAR-BOX.SMD.MANDALAHERANG-HW.MA5801-OLT-01,CB3_RJBB_Sumedang_Cimalaka_Mandalaherang,CIREBON,KAB. SUMEDANG,KEC. CIMALAKA,MANDALAHERANG,UP3 SUMEDANG,ULP SUMEDANG KOTA,CB 3,INDOOR,HUAWEI,MINI,512,0,512,78,15.23%,16 Jun 2023,16,,,ON AIR,202,EXISTING CLUSTER,6-12 BULAN,TUR <50%,434,16,"-6.8377000, 107.9167600"
JABAR-ODC.CMS.KALIPUCANG.12117-HW.MA5801-OLT-01,TK 4_RJBB_Pangandaran_Kalipucang_12117,TASIKMALAYA,KAB. PANGANDARAN,KEC. KALIPUCANG,KALIPUCANG,UP3 TASIKMALAYA,ULP PANGANDARAN,TK 4,INDOOR,HUAWEI,MINI,512,0,512,39,7.62%,26 Jun 2023,16,,,ON AIR,192,EXISTING CLUSTER,6-12 BULAN,TUR <50%,473,16,"-7.6464310, 108.7523050"
JABAR-ODC.TSK.CIBEUREUM.9180-HW.MA5801-OLT-01,TK 4_RJBB_Kota Tasikmalaya_Cibeureum_9180,TASIKMALAYA,KOTA TASIKMALAYA,KEC. CIBEUREUM,AWIPARI,UP3 TASIKMALAYA,ULP TASIKMALAYA KOTA,TK 4,INDOOR,HUAWEI,MINI,512,0,512,32,6.25%,10 Jul 2023,16,,,ON AIR,178,EXISTING CLUSTER,3-6 BULAN,TUR <50%,480,16,"-7.3494320, 108.2733510"
JABAR-BOX.SMD.CIKAHURIPAN-FH.AN6001.G16-OLT-01,CB3_RJBB_Sumedang_Cimanggung_Cikahuripan,CIREBON,KAB. SUMEDANG,KEC. CIMANGGUNG,CIKAHURIPAN,UP3 SUMEDANG,ULP TANJUNGSARI,CB 3,INDOOR,FIBERHOME,MINI,512,0,512,53,10.35%,13 Jul 2023,16,,,ON AIR,175,EXISTING CLUSTER,3-6 BULAN,TUR <50%,459,16,"-6.9604400, 107.8264100"
JABAR-BOX.CRBN.DAWUAN-HW.MA5801-OLT-01,CB3_RJBB_Cirebon_Tengah Tani_Dawuan,CIREBON,KAB. CIREBON,KEC. TENGAH TANI,DAWUAN,UP3 CIREBON,ULP SUMBER,CB 3,INDOOR,HUAWEI,MINI,512,0,512,40,7.81%,4 Jul 2023,16,,,ON AIR,184,EXISTING CLUSTER,6-12 BULAN,TUR <50%,472,16,"-6.7109561, 108.5404145"
JABAR-MIKROPOP.SUMEDANG.UTARA.862-HW.MA5801-OLT-01,CB3_RJBB_Sumedang_Sumedang Utara_862,CIREBON,KAB. SUMEDANG,KEC. SUMEDANG UTARA,JATIHURIP,UP3 SUMEDANG,ULP SUMEDANG KOTA,CB 3,INDOOR,HUAWEI,MINI,512,0,512,49,9.57%,12 May 2023,16,,,ON AIR,237,EXISTING CLUSTER,6-12 BULAN,TUR <50%,463,16,"-6.8158200, 107.9252900"
JABAR-ODC.CMS.MANGUNJAYA.3422-HW.MA5801-OLT-01,TK 4_RJBB_Pangandaran_Mangunjaya_3422,TASIKMALAYA,KAB. PANGANDARAN,KEC. PANGANDARAN,MANGUNJAYA,UP3 TASIKMALAYA,ULP PANGANDARAN,TK 4,INDOOR,HUAWEI,MINI,512,0,512,174,33.98%,28 Jun 2023,16,,,ON AIR,190,EXISTING CLUSTER,6-12 BULAN,TUR <50%,338,16,"-7.48966, 108.670025"
JABAR-BOX.CRBN.KERTAWINANGUN-HW.MA5801-OLT-01,CB3_RJBB_Cirebon_Kedawung_Kertawinangun,CIREBON,KAB. CIREBON,KEC. KEDAWUNG,KERTAWINANGUN,UP3 CIREBON,ULP CIREBON KOTA,CB 3,INDOOR,HUAWEI,MINI,512,0,512,34,6.64%,30 May 2023,16,,,ON AIR,219,EXISTING CLUSTER,6-12 BULAN,TUR <50%,478,16,"-6.7174210, 108.5344580"
JABAR-MINIPOP.CIANJUR.4643-HW.MA5801-OLT-01,TK 4_RJBB_Cianjur_Cianjur_4643,BANDUNG,KAB. CIANJUR,KEC. CIANJUR,NAGRAK,UP3 CIANJUR,ULP CIANJUR KOTA,TK 4,INDOOR,HUAWEI,MINI,512,0,512,79,15.43%,19 May 2023,16,,,ON AIR,230,EXISTING CLUSTER,6-12 BULAN,TUR <50%,433,16,"-6.8309380, 107.1143260"
JABAR-BOX.SMD.TRUNAMANGGALA-HW.MA5801-OLT-01,CB3_RJBB_Sumedang_Cimalaka_Trunamanggala,CIREBON,KAB. SUMEDANG,KEC. CIMALAKA,TRUNAMANGGALA,UP3 SUMEDANG,ULP SUMEDANG KOTA,CB 3,INDOOR,HUAWEI,MINI,512,0,512,60,11.72%,10 Jul 2023,16,,,ON AIR,178,EXISTING CLUSTER,3-6 BULAN,TUR <50%,452,16,"-6.8055027, 107.9203818"
JABAR-BOX.SMD.CIMANGGUNG.9242-HW.MA5801-OLT-01,CB3_RJBB_Sumedang_Cimanggung_9242,CIREBON,KAB. SUMEDANG,KEC. CIMANGGUNG,CIHANJUANG,UP3 SUMEDANG,ULP TANJUNGSARI,CB 3,INDOOR,HUAWEI,MINI,512,0,512,23,4.49%,30 Jun 2023,16,,,ON AIR,188,EXISTING CLUSTER,6-12 BULAN,TUR <50%,489,16,"-6.9599210, 107.8180480"
JABAR-BOX.GRT.MANDALA-HW.MA5801-OLT-01,CB3_RJBB_Garut_Mandala_Residence,TASIKMALAYA,KAB. GARUT,KEC. TAROGONG KIDUL,HAURPANGGUNG,UP3 GARUT,ULP GARUT KOTA,CB 3,INDOOR,HUAWEI,MINI,512,0,512,42,8.20%,22 May 2023,16,,,ON AIR,227,EXISTING CLUSTER,6-12 BULAN,TUR <50%,470,16,"-7.1985760, 107.9144740"
JABAR-BOX.SMD.JATIROKE-HW.MA5801-OLT-01,CB3_RJBB_Sumedang_Jatinangor_Jatiroke,CIREBON,KAB. SUMEDANG,KEC. JATINANGOR,JATIROKE,UP3 SUMEDANG,ULP TANJUNGSARI,CB 3,INDOOR,HUAWEI,MINI,512,0,512,51,9.96%,27 Jun 2023,16,,,ON AIR,191,EXISTING CLUSTER,6-12 BULAN,TUR <50%,461,16,"-6.9399480, 107.7883380"
JABAR-BOX.JATINANGOR.MEKARGALIH-FH.AN6001.G16-OLT-01,CB3_RJBB_Sumedang_Jatinangor_Mekargalih,CIREBON,KAB. SUMEDANG,KEC. JATINANGOR,MEKARGALIH,UP3 SUMEDANG,ULP TANJUNGSARI,CB 3,INDOOR,FIBERHOME,MINI,512,0,512,39,7.62%,19 Jun 2023,16,,,ON AIR,199,EXISTING CLUSTER,6-12 BULAN,TUR <50%,473,16,"-6.9539686, 107.7731670"
JABAR-BOX.CRBN.KESAMBI-HW.MA5801-OLT-01,CB3_RJBB_Cirebon_Kesambi_Kesambi,CIREBON,KOTA CIREBON,KEC. KESAMBI,KESAMBI,UP3 CIREBON,ULP CIREBON KOTA,CB 3,INDOOR,HUAWEI,MINI,512,0,512,15,2.93%,15 Jun 2023,16,,,ON AIR,203,EXISTING CLUSTER,6-12 BULAN,TUR <50%,497,16,"-6.7328690, 108.5527020"
JABAR-ODC.KRW.JAYAKERTA.2670-HW.MA5801-OLT-01,TK 4_RJBB_Karawang_Jayakerta_2670,BANDUNG,KAB. KARAWANG,KEC. JAYAKERTA,MAKMURJAYA,UP3 KARAWANG,ULP RENGASDENGKLOK,TK 4,INDOOR,HUAWEI,MINI,512,0,512,38,7.42%,16 Jun 2023,16,,,ON AIR,202,EXISTING CLUSTER,6-12 BULAN,TUR <50%,474,16,"-6.1227698, 107.3253345"
JABAR-ODC.SMD.SURIAN.3878-HW.MA5801-OLT-01,TK 4_RJBB_Sumedang_Surian_3878,CIREBON,KAB. SUMEDANG,KEC. SURIAN,PAMEKARSARI,UP3 SUMEDANG,ULP JATIWANGI,TK 4,INDOOR,HUAWEI,MINI,512,0,512,79,15.43%,14 Jul 2023,16,,,ON AIR,174,EXISTING CLUSTER,3-6 BULAN,TUR <50%,433,16,"-6.6701519, 107.8709890"
JABAR-ODC.CJR.SUKARESMI.2087-HW.MA5801-OLT-01,TK 4_RJBB_Cianjur_Sukaresmi_2087,BANDUNG,KAB. CIANJUR,KEC. SUKARESMI,CIKANYERE,UP3 CIANJUR,ULP CIPANAS,TK 4,INDOOR,HUAWEI,MINI,512,0,512,154,30.08%,12 Jul 2023,16,,,ON AIR,176,EXISTING CLUSTER,3-6 BULAN,TUR <50%,358,16,"-6.7505951, 107.0485458"
